dcterms:identifier,AI Title,Subjects,subj,wikidata,Description,xml,ARK ID(2),thumbnail,dcterms:title,Title,Type,HebrewDate,Hebrew Date,dcterms:date,unixtime,date written,hasFormat,Link,Ark,Collection,Collection uri,Duplicate,Refers to the Occident,dcterms:identifier 2,dcterms:identifier 2 1,dcterms:creator,dcterms:creator 1,dcterms:creator 2,dcterms:creator 3,dcterms:creator 4,dcterms:creator 5,dcterms:creator 6,dcterms:creator 7,dcterms:creator 8,dcterms:creator 9,dcterms:creator 10,dcterms:creator 11,dcterms:creator 12,dcterms:creator 13,"dcterms:creator,uri",dcterms:source,fromLocation,fromLocationwikidata,dcterms:spatialcoverage,Getty Thesaurus of Geographic Names ID,author latitude,author longitude,toLocation,recipient latitude,recipient longitude,dcterms:contributor,dcterms:contributor 1,dcterms:contributor 2,dcterms:contributor 3,dcterms:format,dcterms:language,Column,bookseller_editor,agent,correspondent,Religious Leader,Christian,Postmaster,URL 2,filepath,Wikibase editing results
LSTCAT_item30,"Letter from Nathaniel Levine to Isaac Leeser, April 15, 1851",The Occident|Dr. E.|Jacob Rosenfeld,The Occident,The Occident,"Levine, Nathaniel writes to Isaac Leeser from Charleston, South Carolina on April 15, 1851, requesting that Leeser publish a sketch of Dr. E. in the May issue of *The Occident*, or, if that is not possible, to forward it to the editor of *The Asmonean*.  Levine also discusses Dr. E.'s opposition within his congregation, his denouncement of Poznanski and his opinions, and offers to procure subscribers for Leeser's Bible. He mentions a recent domestic affliction that has prevented him from writing sooner, and expresses support for Leeser against his detractors, including Rev. Jacob Rosenfeld. He concludes by expressing his satisfaction with Leeser's address on the presentation of silver, which he found well-conceived.  Two images are included: il_tcat_item30_wk1_body0001.jpg and il_tcat_item30_wk1_body0002.jpg.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSTCAT_item30.xml,ark:/81431/p3zc7sf3x,"https://iiif-images.library.upenn.edu/iiif/2/19644eea-9ae3-4c86-b227-4c0fbb0e215a%2Faccess/full/!600,600/0/default.jpg","Letter from Nathaniel Levine to Isaac Leeser;April 15, 1851","Letter to Isaac Leeser from Levine, Nathaniel;April 15, 1851",Letter,י״ג בְּנִיסָן תרי״א,,1851-04-15,-3746304000,"April 15, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p3zc7sf3x/manifest,https://colenda.library.upenn.edu/catalog/81431-p3zc7sf3x,ark:/81431/p3zc7sf3x,The Jesselson Family Collection of Isaac Leeser Material,http://www.wikidata.org/wiki/Q125097480,,True,il_tcat_item30,,Nathaniel Levine,Nathaniel Levine,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSTCAT_item30,Charleston,Q47716,Charleston,7013582,32.77657,-79.93092,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 2 sheet(s).,English,English,,,,,,,il_tcat_item30_wk1_body0001.jpg|il_tcat_item30_wk1_body0002.jpg,,
LSDCBx2FF9_47,Letter Regarding Bookbinding Costs,Bookbinding|Morocco leather|Costs of printing,Bookbinding,Bookbinding,"Letter from Henry J. De Cordova to Isaac Leeser regarding the cost of bookbinding.  The writer inquires about the cost of binding books in Morocco leather, suggesting that calf or roan might be a more affordable alternative. They authorize Leeser to send two sets of books bound as handsomely as possible for $80 less 10%, to be fully lettered as previously mentioned.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF9_47.xml,ark:/81431/p3h12vt58,"https://iiif-images.library.upenn.edu/iiif/2/79425dff-d231-4d85-a6fe-179a3cb597fa%2Faccess/full/!600,600/0/default.jpg","Letter from Henry J. De Cordova to Isaac Leeser;November 27, 1861","Letter to Isaac Leeser from De Cordova, Henry J.;November 27, 1861",Letter,כ״ד בְּכִסְלֵו תרכ״ב,,1861-11-27,-3411158400,"November 27, 1861",https://colenda.library.upenn.edu/items/ark:/81431/p3h12vt58/manifest,https://colenda.library.upenn.edu/catalog/81431-p3h12vt58,ark:/81431/p3h12vt58,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f9_0046,,Henry J. De Cordova,Henry J. De Cordova,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF9_47,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx2FF1_27,"Letter from R. Mayer to Isaac Leeser, April 5, 1854","Prayer books|Miss Hart|Savannah, Georgia",Prayer books,Prayer books,"Letter from R. Mayer in Savannah, Georgia to Revd. Isaac Leeser in Philadelphia, Pennsylvania. Mayer received an order for a set of unbound prayer books for Miss Hart of Savannah and requests that Leeser send them as soon as possible, along with a few daily prayer books.  The letter mentions that the order arrived too late to be sent by steamer.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF1_27.xml,ark:/81431/p3pk07n3x,"https://iiif-images.library.upenn.edu/iiif/2/f42c3234-6521-4e2b-8957-8e9b75a9c0d1%2Faccess/full/!600,600/0/default.jpg","Letter from R. Mayer to Isaac Leeser;April 05, 1854","Letter to Isaac Leeser from Mayer, R.;April 05, 1854",Letter,ז׳ בְּנִיסָן תרי״ד,,1854-04-05,-3652473600,"April 05, 1854",https://colenda.library.upenn.edu/items/ark:/81431/p3pk07n3x/manifest,https://colenda.library.upenn.edu/catalog/81431-p3pk07n3x,ark:/81431/p3pk07n3x,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f1_0028,,R. Mayer,"Mayer, R.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF1_27,Savannah,Q83813,Savannah,7014487,32.08354,-81.09983,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s).,English,English,,,,,,,,,
LSDCBx1FF10_31,"Fernandes to Leeser, May 23, 1853",Benjamin Dias Fernandes|Miss Grace Aguilar|Family History,Benjamin Dias Fernandes,Benjamin Dias Fernandes,"Letter from David Dias Fernandes of Kingston, Jamaica to Isaac Leeser in Philadelphia, PA.  Fernandes writes in response to a letter he received from Leeser via Isaac Lauton, regarding a book written by Fernandes' grandfather, Benjamin Dias Fernandes.  The book was sent to Leeser by the late Miss Grace Aguilar from England.  Fernandes states that he gave a copy of the letter to Moses Saifaty, who likely also corresponded with Leeser on the subject. The letter mentions several individuals, including Isaac Lauton, Moses Saifaty, and Miss Grace Aguilar.  The physical description of the letter includes the presence of a wax seal and three pages written on two sheets of paper.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF10_31.xml,ark:/81431/p3h99005k,"https://iiif-images.library.upenn.edu/iiif/2/108fda03-c8e0-4ae1-bd8d-83f6bd0efae2%2Faccess/full/!600,600/0/default.jpg","Letter from D. David Fernandes to Isaac Leeser;May 23, 1853","Letter to Isaac Leeser from Fernandes, David, D.;May 23, 1853",Letter,ט״ו בְּאִיָיר תרי״ג,,1853-05-23,-3679862400,"May 23, 1853",https://colenda.library.upenn.edu/items/ark:/81431/p3h99005k/manifest,https://colenda.library.upenn.edu/catalog/81431-p3h99005k,ark:/81431/p3h99005k,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f10_0031,,D. David Fernandes,"Fernandes, David, D.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF10_31,Kingston,Q34692,Kingston,,17.99702,-76.79358,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 3 page(s).,English,English,,,,,,,ilcajs_b1f10_0031_1r.jpg|ilcajs_b1f10_0031_1v.jpg|ilcajs_b1f10_0031_2r.jpg,,
LSDCBx2FF6_6,"Letter from Dr. M. Mayer to Reverend Isaac Leeser, March 29, 1859","Jewish life in Charleston, South Carolina|Rabbinic life in 19th century America|Religious controversies in 19th century Judaism","Jewish life in Charleston, South Carolina","Jewish life in Charleston, South Carolina","A four-page letter from Dr. M. Mayer of Charleston, South Carolina, to Reverend Isaac Leeser in Philadelphia, Pennsylvania, dated March 29, 1859.  Mayer explains his long silence, citing the difficulties and pressures he has faced as a Jewish minister. He discusses his reluctance to engage in religious controversies, his work on a translation of Biblical History, and the lack of support he received from other ministers during an illness. He also comments on the state of Jewish affairs in Charleston and the lack of unity among Jews, except when it is beneficial.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF6_6.xml,ark:/81431/p3q815g6w,"https://iiif-images.library.upenn.edu/iiif/2/312ff79c-1ef8-4c54-b5a6-91865df45bef%2Faccess/full/!600,600/0/default.jpg","Letter from M. Mayer to Isaac Leeser;March 29, 1859","Letter to Isaac Leeser from Mayer, M.;March 29, 1859",Letter,כ״ג בַּאֲדָר ב׳ תרי״ט,29 March 5619,1859-03-29,-3495312000,"March 29, 1859",https://colenda.library.upenn.edu/items/ark:/81431/p3q815g6w/manifest,https://colenda.library.upenn.edu/catalog/81431-p3q815g6w,ark:/81431/p3q815g6w,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f6_0006,ilcajs_b2f6,M. Mayer,"Mayer, M.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF6_6,Charleston,Q47716,Charleston,7013582,32.77657,-79.93092,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 4 page(s) on 2 sheet(s).,English,English,,,,,,,ilcajs_b2f6_0006_1r.jpg|ilcajs_b2f6_0006_1v.jpg|ilcajs_b2f6_0006_2r.jpg|ilcajs_b2f6_0006_2v.jpg,sceti\current_projects\Leeser\ilcajs_b2f6\ilcajs_b2f6_0006_1r.tif|sceti\current_projects\Leeser\ilcajs_b2f6\ilcajs_b2f6_0006_1v.tif|sceti\current_projects\Leeser\ilcajs_b2f6\ilcajs_b2f6_0006_2r.tif|sceti\current_projects\Leeser\ilcajs_b2f6\ilcajs_b2f6_0006_2v.tif,
LSDCBx1FF6_57,"Envelope to Isaac Leeser, September 14, 1849","Wax seals|Philadelphia, PA|Montreal, Canada",Wax seals,Wax seals,"Envelope addressed to Reverend Isaac Leeser at 371 Walnut Street, Philadelphia, PA. The envelope has a wax seal.  The sender is unknown, although the text mentions a ""David."" The envelope is free.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF6_57.xml,ark:/81431/p3s757245,"https://iiif-images.library.upenn.edu/iiif/2/5403e511-0e3f-42c7-8541-b675b08a6f9e%2Faccess/full/!600,600/0/default.jpg",Envelope addressed to Isaac Leeser;1849,Envelope to Isaac Leeser;1849,Envelope,כ״ז בֶּאֱלוּל תר״ט,,1849-09-14,-3796243200,"September 14, 1849",https://colenda.library.upenn.edu/items/ark:/81431/p3s757245/manifest,https://colenda.library.upenn.edu/catalog/81431-p3s757245,ark:/81431/p3s757245,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f6_0053,,,,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF6_57,Montreal,Q340,Montreal,7013051,,,Philadelphia,,,Isaac Leeser,Isaac Leeser,,,Envelope. 1 page(s).,English,,,,,,,,ilcajs_b1f6_0053_1r.jpg|ilcajs_b1f6_0053_1v.jpg,,
LSDCBx1FF2_3,Fragmentary Letter from Isaac Leeser in Münster,Germany|M\'fcnster|Emigration,Germany,Germany,"Fragmentary letter written by Isaac Leeser from Münster, Germany.  The letter is written on one sheet of paper (recto and verso).  There is a hole in the center left from a wax seal. The text is partially illegible.  Images of the recto and verso are available.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF2_3.xml,ark:/81431/p3kh0fp18,"https://iiif-images.library.upenn.edu/iiif/2/e871c2f4-35b6-449b-989e-c4166ec8b319%2Faccess/full/!600,600/0/default.jpg",Letter from Isaac Leeser to,,Letter,,,,,,https://colenda.library.upenn.edu/items/ark:/81431/p3kh0fp18/manifest,https://colenda.library.upenn.edu/catalog/81431-p3kh0fp18,ark:/81431/p3kh0fp18,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f1_0002,ilcajs_b1f1,Isaac Leeser,Isaac Leeser,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q1673417,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF2_3,Münster,Q2742,Münster,7004445,51.96236,7.62571,Philadelphia,39.95233,-75.16379,,,,,Letter. 1 page(s).,Yiddish,,,,,,,,ilcajs_b1f1_0002_1r.jpg|ilcajs_b1f1_0002_1v.jpg,sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0002_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0002_1v.tif,
LSDCBx2FF11_40,"Letter from Alex. E. Ont[?] to Isaac Leeser Regarding a Shipment of Books, July 19, 1864",Shipping|Bermuda|St. Thomas,Shipping,Shipping,"Letter from Alex. E. Ont[?] to Isaac Leeser regarding the forwarding of a box of books from Bermuda to St. Thomas. The writer mentions contacting Mr. Pitt, the agent of the schr. Responsible in Bermuda, and enclosing a copy of his note. He expects a reply in about a month.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF11_40.xml,ark:/81431/p3mc8s26q,"https://iiif-images.library.upenn.edu/iiif/2/b0e6e754-2bbf-46d2-a533-91c24a30dc77%2Faccess/full/!600,600/0/default.jpg","Letter from Alex. E. Ont[?] to Isaac Leeser;July 19, 1864","Letter to Isaac Leeser from Ont[?], Alex. E.;July 19, 1864",Letter,ט״ו בְּתַמּוּז תרכ״ד,,1864-07-19,-3327782400,"July 19, 1864",https://colenda.library.upenn.edu/items/ark:/81431/p3mc8s26q/manifest,https://colenda.library.upenn.edu/catalog/81431-p3mc8s26q,ark:/81431/p3mc8s26q,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f11_0039,,Alex. E. Ont[?],"Ont[?], Alex. E.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF11_40,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx1FF8_49,"Letter from A. Loewe to Isaac Leeser, July 4, 1851",Advertisements|Occident (periodical)|Book trade,Advertising,Advertisements,"Letter from A. Loewe to Rev. I. Leeser regarding an advertisement in the Occident. Loewe discusses the cost of a lengthened advertisement, proposing a shorter one instead. He also mentions books sent by Leeser and a discount on printed prices. The letter is written in English, with a Yiddish note.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF8_49.xml,ark:/81431/p3s17tc6w,"https://iiif-images.library.upenn.edu/iiif/2/1fc26900-0f60-4038-864e-c9c2c26396b7%2Faccess/full/!600,600/0/default.jpg","Letter from A. Loewe to Isaac Leeser;July 04, 1851","Letter to Isaac Leeser from Loewe, A.;July 04, 1851",Letter,ד׳ בְּתַמּוּז תרי״א,4 July 5611,1851-07-04,-3739392000,"July 04, 1851",https://colenda.library.upenn.edu/items/ark:/81431/p3s17tc6w/manifest,https://colenda.library.upenn.edu/catalog/81431-p3s17tc6w,ark:/81431/p3s17tc6w,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f8_0043,,A. Loewe,"Loewe, A.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF8_49,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English | Yiddish,English | Yiddish,,,,,,,ilcajs_b1f8_0043_1r.jpg|ilcajs_b1f8_0043_2v.jpg,,
LSKAP20-1040,,Social Invitations|Philadelphia Society|Social Events,Social Invitations,Social Invitations,"This is an invitation from Mr. and Mrs. H. H. Cohen to Mr. Isaac Leeser to an ""At Home"" event.  The invitation specifies a date and time (Wednesday afternoon, February 16th, from 1 to 3 o'clock) and an address (103 West 15th Street) in Philadelphia, PA.  The invitation also mentions a ceremony at noon.  A separate page mentions Miss Elizabeth Cohen. The date is possibly ambiguous between 1866 and 1867.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP20-1040.xml,,,Letter from H. H. Cohen to Isaac Leeser,,Letter,,,16 February,,,,,,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,,leeser_20_1040_a,,H. H. Cohen,"Cohen, H. H.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP20-1040,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 5 page(s) on 4 sheet(s).,English,English,,,,,,,leeser_20_1040_a001.jpg|leeser_20_1040_a002.jpg|leeser_20_1040_a003.jpg|leeser_20_1040_d004.jpg,,
LSKAP0214,"Establishment of a Jewish Cemetery in Galveston, Texas","Jewish cemeteries|Burial rituals|Galveston, Texas",Jewish cemeteries,Jewish cemeteries,"Letter from S. in Galveston, Texas to Isaac Leeser in Philadelphia, Pennsylvania.  The writer describes the establishment of a burial ground for the small Jewish community in Galveston and the consecration ceremony performed by Reverend Mr. Nathan from New Orleans. The ceremony was well-attended by both Jews and Christians, and the sermon was well-received.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSKAP0214.xml,ark:/81431/p3db7vv68,"https://iiif-images.library.upenn.edu/iiif/2/e7a55def-5df8-47d9-ab79-e4d79d148444%2Faccess/full/!600,600/0/default.jpg","Letter from S. to Isaac Leeser;September 01, 1852","Letter to Isaac Leeser from S.;September 01, 1852",Letter,י״ז בֶּאֱלוּל תרי״ב,,1852-09-01,-3702672000,"September 01, 1852",https://colenda.library.upenn.edu/items/ark:/81431/p3db7vv68/manifest,https://colenda.library.upenn.edu/catalog/81431-p3db7vv68,ark:/81431/p3db7vv68,Arnold and Deanne Kaplan Isaac Leeser Collection,http://www.wikidata.org/wiki/Q124370244,,True,LSKAP0214,,S.,S.,,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSKAP0214,Galveston,Q135744,Galveston,,29.30135,-94.7977,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s) on 1 sheet(s).,English,English,,,,,,,,,
LSDCBx1FF2_14,Loan to Isaac Leeser Following Book Loss,Loans|Philanthropy|Book collecting,Loans,Loans,"Letter from David H. Solis to Isaac Leeser, written in Philadelphia, PA on March 11, 1837. Solis informs Leeser that he is enclosing a check for six hundred dollars as a loan from several friends to help Leeser replace books lost in a fire.  The letter lists the contributors and their individual contributions.  The letter includes a wax seal.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx1FF2_14.xml,ark:/81431/p39z9123m,"https://iiif-images.library.upenn.edu/iiif/2/2ca7959f-d812-4629-994a-6d76f1a7bfea%2Faccess/full/!600,600/0/default.jpg","Letter from David H. Solis to Isaac Leeser;March 11, 1837","Letter to Leeser from Solis, David H.;March 11, 1837",Letter,ד׳ בַּאֲדָר ב׳ תקצ״ז,,1837-03-11,-4191091200,"March 11, 1837",https://colenda.library.upenn.edu/items/ark:/81431/p39z9123m/manifest,https://colenda.library.upenn.edu/catalog/81431-p39z9123m,ark:/81431/p39z9123m,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b1f1_0012,ilcajs_b1f1,David H. Solis,"Solis, David H.",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx1FF2_14,Philadelphia,Q1345,Philadelphia,7014406,39.95233,-75.16379,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 2 page(s).,English,,,,,,,,ilcajs_b1f1_0012_1r.jpg|ilcajs_b1f1_0012_1v.jpg,sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0012_1r.tif|sceti\current_projects\Leeser\ilcajs_b1f1\ilcajs_b1f1_0012_1v.tif,
LSDCBx2FF6_23,"Letter from Mayer Schutz to Isaac Leeser, August 15, 1859",Announcements|Newspaper publications|Payments,Announcements,Announcements,"Mayer Schutz writes to Reverend Isaac Leeser from New York City on August 15, 1859.  The letter is brief, requesting that an announcement be published four times in Leeser's paper and that the bill be sent for payment.",https://raw.githubusercontent.com/judaicadh/leeser/main/TEI/LSDCBx2FF6_23.xml,ark:/81431/p3r786848,"https://iiif-images.library.upenn.edu/iiif/2/03131609-b7ae-4f45-b7f6-07de3c453760%2Faccess/full/!600,600/0/default.jpg","Letter from Mayer Schutz to Isaac Leeser;August 15, 1859","Letter to Isaac Leeser from Schutz, Mayer;August 15, 1859",Letter,ט״ו בְּאָב תרי״ט,,1859-08-15,-3483302400,"August 15, 1859",https://colenda.library.upenn.edu/items/ark:/81431/p3r786848/manifest,https://colenda.library.upenn.edu/catalog/81431-p3r786848,ark:/81431/p3r786848,The Dropsie College Isaac Leeser Collection at the Penn Libraries,http://www.wikidata.org/wiki/Q124516100,,,ilcajs_b2f6_0022,,Mayer Schutz,"Schutz, Mayer",,,,,,,,,,,,,,http://leeser.library.upenn.edu/documentDisplay.php?id=LSDCBx2FF6_23,New York City,Q60,New York City,7007567,40.71427,-74.00597,Philadelphia,39.95233,-75.16379,Isaac Leeser,Isaac Leeser,,,Letter. 1 page(s) on 1 sheet(s).,English,English,,,,,,,,,
